MR	512	06.06.2003	YES		MR	noi ta29a X AB			
MR	513	06.06.2003	YES		MR	noi ta29a X AB			
JS	514	04.06.2003	YES		JS	ABxAB			
HB	515	11.06.2003	YES		HB	1111 F-GFP nos1			
HB	516	18.06.2003	YES		HB	1111 F-GFP nos1			
HB	517	25.06.2003	YES		HB	1111 F-GFP nos1			
EM	518	10.06.2003	YES		ER	ody JI49 -/-	ody	ody	
EM	519	10.06.2003	YES		ER	ody JI49/+	ody	ody	
EM	520	10.06.2003	YES		ER	ody JI49/+	ody	ody	
ks	521	15.08.2003	YES		ks	AB			
KS	522	15.08.2003	YES		KS	AB			
KS	523	19.08.2003	YES		KS	1111 F-GFP nos1			
KS	524	19.08.2003	YES		KS	1111 F-GFP nos1			
KS	525	19.08.2003	YES		KS	1111 F-GFP nos1			
YS	526	07.09.2003	YES		YS	AB			
YS	527	07.09.2003	YES		YS	AB			
HB	528	29.09.2003	YES		HB	1111 F-GFP nos1			
HB	529	29.09.2003	YES		HB	1111 F-GFP nos1			
EM	530	02.10.2003	YES		HB	1111 F-GFP nos1 (homozygous) x ody JI49 -/-	ody	ody 24	
RK	531	08.10.2003	YES		RK	1111 GFP-nos1			
RK	532	08.10.2003	YES		RK	1111 GFP-nos1			
EM	533	08.10.2003	YES		RK	ody JI49 -/-	ody	ody	
EM	534	08.10.2003	YES		RK	ody JI49 -/-	ody	ody	
EM	535	15.10.2003	YES		RK	ody JI49 -/-	ody	ody	
EM	536	15.10.2003	YES		RK	ody JI49 -/-	ody	ody	
RK	537	15.10.2003	YES		RK	1111 GFP-nos1			
KD	538	17.10.2003	YES		KD	MZoep/oep			
EM	539	23.10.2003	YES		SM	ody J149-/-  (?)	ody	ody	
HB	540	28.10.2003	YES		HB	1111 GFP-nos1			
HB	541	28.10.2003	YES		HB	1111 GFP-nos1			
EM	542	30.10.2003	YES		SM	ody J149 -/-	ody	ody	
ER	543	04.11.2003	YES		ER	oep m134 X 1111GFP-nos1			
ER	544	04.11.2003	YES		ER	cas ta56 X 1111GFP-nos1			
HB	545	03.11.2003	YES		HB	1111 GFP-nos1			
KS	546	13.11.2003	YES		KS	Dicer+/-/1111+/+			
KS	547	13.11.2003	YES		KS	Dicer+/-/1111+/-			
KD	548	13.11.2003	YES		KD	MZoep TZ257			
EM	549	17.11.2003	YES		MR	odysseus	ody	ody	
KD	550	19.11.2003	YES		KD	MZoep TZ257			
KS	551	18.11.2003	YES		KS	AB/1111			
KS	552	18.11.2003	YES		KS	AB/1111			
KS	553	18.11.2003	YES		KS	AB/1111			
KS	554	18.11.2003	YES		KS	AB/1111			
KS	555	18.11.2003	YES		KS	1111/AB			
KD	556	01.12.2003	YES		KD	MZoep TZ257			
KS	557	05.12.2003	YES		KS	1111			
KS	558	05.12.2003	YES		KS	AB			
	559		YES			MZoep TZ257			
	560		YES			oep M134			
KS	563	07.01.2004	YES		KS	AB			
KS	564	07.01.2004	YES		KS	ab			
sm	565	08.01.2004	YES		sm	MZoep tz257/+ 1111gfp nos1 3’UTR/+			
KS	566	08.01.2004	YES		KS	spt  b104 x AB			
	567	08.01.2004	YES			spt  b104 x AB			
KD	568	19.02.2004	YES		KD	gsc-GFP			
KD	569	19.01.2004	YES		KD	gsc-GFP			
KD	570	19.01.2004	YES		KD	gsc-GFP			
HB	571	21.01.2004	YES		HB	oep M134 x AB			
HB	572	21.01.2004	YES		HB	oep M134 x AB			
HB	573	29.01.2004	YES		HB	oep M134 x AB			
MD	574	28.01.2004	YES		MD	TL			
MD	575	28.01.2004	YES		MD	TL			
MD	576	28.01.2004	YES		MD	TL			
MD	577	28.01.2004	YES		MD	HK			
MD	578	28.01.2004	YES		MD	HK			
MD	579	28.01.2004	YES		MD	HK			
MD	580	28.01.2004	YES		MD	WK			
MD	581	28.01.2004	YES		MD	TL			
ER	582	28.01.2004	YES		ER	gsc-GFP-nos1 +/+			
sm	583	09.02.2004	YES		sm	mzoep tz257 x AB			
sm	584	09.02.2004	YES		sm	cas ta56 x 1111gfp-nos1			
MD	585	20.02.2004	YES		MD	AB			
MD	586	20.02.2004	YES		MD	AB			
MD	587	20.02.2004	YES		MD	AB			
MD	589	20.02.2004	YES		MD	AB			
MD	590	24.02.2004	YES		MD	AB(NY)xAB/AB(NY)xAB			
MD	591	24.02.2004	YES		MD	AB(NY)xAB/AB(NY)xAB			
MD	592	24.02.2004	YES		MD	AB(NY)xAB/AB(NY)xAB			
MD	593	24.02.2004	YES		MD	AB(NY)xAB/AB(NY)xAB			
MD	594	24.02.2004	YES		MD	AB(NY)xAB/AB(NY)xAB			
MD	595	24.02.2004	YES		MD	AB(NY)			
MD	596	24.02.2004	YES		MD	AB(NY)			
MD	597	24.02.2004	YES		MD	AB(NY)			
MD	598	24.02.2004	YES		MD	AB(NY)			
MD	599	24.02.2004	YES		MD	AB(NY)			
MD	600	24.02.2004	YES		MD	AB(NY)			
EM	601	26.02.2004	YES		sm	odyJ149-/-	ody	ody	
JD	602	02.03.2004	YES		JD	smu b64 x AB			
JD	603	02.03.2004	YES		JD	smu b64 x AB			
JD	604	02.03.2004	YES		JD	ntl b160 x AB			
HB	605	05.03.2004	YES		HB	1111-GFP-nos / 1111-GFP-nos			
ER	606	10.03.2004	YES		ER	gsc-GFP-nos +/+			
JD	607	10.03.2004	YES		JD	ntl b160 x AB			
SM	608	16.03.2004	YES		SM	flh ak41 x AB			
RK	609	19.03.2004	YES		RK	clo m34 x AB			
MR	610	20.03.2004	YES		MR	mil t273			
MR	611	20.03.2004	YES		MR	mil t273			
MR	612	20.03.2004	YES		MR	mil t273			
KD	613	15.03.2004	YES		KD	gsc-GFP			
RK	614	24.03.2004	YES		RK	clo m34 x AB			
RK	615	24.03.2004	YES		RK	din m84 x AB			
RK	616	24.03.2004	YES		RK	din m84 x AB			
RK	617	24.03.2004	YES		RK	zpc-vasa-GFP 3’UTR			
RK	618	24.03.2004	YES		RK	zpc-vasa-GFP 3’UTR			
RK	619	25.03.2004	YES		RK	zpc-vasa-GFP 3’UTR			
RK	620	29.03.2004	YES		RK	zpc-vasa-GFP 3’UTR			
SM	621	29.03.2004	YES		SM	flh ak41 x AB			
nm	622	29.03.2004	YES		nm	flh ak41 x AB			
SM	623	29.03.2004	YES		SM	swr ta72 x AB			
SM	624	29.03.2004	YES		SM	swr ta72 x AB			
MD	625	30.03.2004	YES		MD	cas ta56 x AB			
MD	626	30.03.2004	YES		MD	cas ta56 x AB			
MD	627	30.03.2004	YES		MD	cas ta56 x AB			
MD	628	30.03.2004	YES		MD	cas ta56 x AB			
JS	629	30.03.2004	YES		JS	han ta56xAB			
JS	630	30.03.2004	YES		JS	han ta56xAB			
JS	631	30.03.2004	YES		JS	han ta56xAB			
RK	632	02.04.2004	YES		RK	zpc-vasa-GFP 3’UTR			
MS	634	12.04.2004	YES		MS	kny m818 x AB			
MS	635	12.04.2004	YES		MS	kny m818 x AB			
MS	636	12.04.2004	YES		MS	kny m818 x AB			
MS	637	28.03.2004	YES		MS	noi ta29a X AB			
MS	638	28.03.2004	YES		MS	noi ta29a X AB			
MS	639	07.04.2004	YES		MS	noi ta29a X AB			
MS	640	07.04.2004	YES		MS	noi ta29a X AB			
MS	641	07.04.2004	YES		MS	noi ta29a X AB			
EM	642	09.04.2004	YES		SM	ody JI49 -/-	ody	ody	
MD	643	09.09.2004	YES		MD	ABxTL			
MD	644	12.04.2004	YES		MD	AB(NY)xAB/AB(NY)xAB			
MD	645	12.04.2004	YES		MD	AB(NY)xAB/AB(NY)xAB			
	646		YES						
	647		YES						
MD	648	12.04.2004	YES		MD	AB(NY)xAB/AB(NY)xAB			
HB	649	27.04.2004	YES		HB	1111-GFP-nos1			
EM	650	28.04.2004	YES		SM	ody JI149 -/-	ody	ody	
EM	651	28.04.2004	YES		SM	ody JI149 -/-	ody	ody	
EM	652	13.05.2004	YES		RK	1111GFP-odyJI49	ody	ody 24	
KS	653	11.05.2004	YES		KS	AB			
EM	654	10.05.2004	YES		SM	ody JI149 -/-	ody	ody	
EM	655	18.05.2004	YES		SM	ody-/-	ody	ody	
EM	656	18.05.2004	YES		SM	ody-/-, ody/+	ody	ody	
MD	657	01.06.2004	YES		MD	FREI x AB 			
MD	659	07.06.2004	YES		MD	AB(NY)xAB/AB(NY)xAB			
MD	660	07.06.2004	YES		MD	AB(NY)xAB/AB(NY)xAB			
MD	661	07.06.2004	YES		MD	AB(NY)xAB/AB(NY)xAB			
MD	662	07.06.2004	YES		MD	AB(NY)xAB/AB(NY)xAB			
MD	663	10.06.2004	YES		MD	FREI			
MD	664	10.06.2004	YES		MD	FREI			
MD	665	10.06.2004	YES		MD	FREI			
MD	666	24.06.2004	YES		MD	FREI			
MD	667	24.06.2004	YES		MD	FREI			
MD	668	24.06.2004	YES		MD	FREI			
MD	669	24.06.2004	YES		MD	FREI			
MD	670	24.06.2004	YES		MD	FREI)			
MD	672	24.06.2004	YES		MD	FREI			
HB	673	27.07.2004	YES		HB	1111-GFP-nos1			
MD	674	08.09.2004	YES		MD	1111x1111			
MD	675	08.09.2004	YES		MD	1111x1111			
MD	676	14.09.2004	YES		MD	ABxTL			
MD	677	14.09.2004	YES		MD	ABxTL			
MD	678	14.09.2004	YES		MD	ABxTL			
MD	679	14.09.2004	YES		MD	ABxTL			
MD	680	15.09.2004	YES		MD	1111-GFP-nos1			
MD	681	15.09.2004	YES		MD	1111-GFP-nos1			
MD	682	15.09.2004	YES		MD	1111-GFP-nos1			
MD	683	28.09.2004	YES		MD	TL			
MD	684	28.09.2004	YES		MD	TL			
MD	685	28.09.2004	YES		MD	HK			
MD	686	30.09.2004	YES		MD	WIK			
MD	687	30.09.2004	YES		MD	WIK			
EM	688	25.09.2004	YES		MR	1111/+; ody-/-	ody	ody 24	
EM	689	01.10.2004	YES		MR	1111/+; ody-/-	ody	ody 24	
EM	690	01.10.2004	YES		MR	1111/+ ; ody-/-	ody	ody 24	
EM	691	04.10.2004	YES		MR	ody-/+; 1111/+	ody	ody 24	
EM	692	04.10.2004	YES		MR	ody-/+; 1111/+	ody	ody 24	
MD	700	18.10.2004	YES		MD	1111-GFP-nos1			
MD	701	18.10.2004	YES		MD	1111-GFP-nos1			
EM	703	04.10.2004	YES		SM	ody-/-	ody	ody	
HL	704	4.11.2004	YES		HL	TOL-1111-F-EGFP 			
HL	705	4.11.2004	YES		HL	TOL-zpc-F-EYFP			
EM	706	10.11.2004	YES		MR	1111/+ ; ody-/- (-/+)	ody	ody 24	
EM	707	10.11.2004	YES		MR	1111/+ ; ody-/- (-/+)	ody	ody 24	
HB	708	08.11.2004	YES		HB	1111-EGFP-nos1			
HL	709	11.11.2004	YES		HL	TOL-1111-F-EGFP 			
HL	710	17.11.2004	YES		HL	TOL-1111-F-EGFP 			
HL	711	18.11.2004	YES		HL	TOL-1111-F-EGFP 			
LL	712	19.11.2004	YES		LL	Islet-1-GFP			
HL	713	19.11.2004	YES		HL	TOL-zpc-F-EYFP			
HL	714	23.11.2004	YES		HL	TOL-zpc-F-EYFP			
HL	715	24.11.2004	YES		HL	TOL-zpc-F-EYFP			
HL	716	26.11.2004	YES		HL	TOL-1111-F-EGFP 			
LL	719	7.12.2004	YES		LL	Islet-1-GFP			
MD	720	10.12.2004	YES		MD	AB			
MD	721	10.12.2004	YES		MD	AB			
MD	722	10.12.2004	YES		MD	AB(NY)xAB			
MD	723	10.12.2004	YES		MD	AB(NY)xAB			
MD	724	10.12.2004	YES		MD	AB(NY)xAB			
MD	725	10.12.2004	YES		MD	AB(NY)xAB			
MD	726	10.12.2004	YES		MD	AB(NY)xAB			
MD	727	10.12.2004	YES		MD	AB(NY)			
MD	728	10.12.2004	YES		MD	AB(NY)			
MD	729	10.12.2004	YES		MD	AB(NY)			
HB	730	9.12.2004	YES		HB	1111-GFP-nos1			
HL	731	11.01.2005	YES		HL	TOL-zpc-F-EYFP			
HL	732	13.01.2005	YES		HL	TOL-zpc-F-EYFP			
EK	733	12.01.2005	YES		EK	gsc-GFP			
MD	734	20.01.2005	YES		MD	AB(NY)xAB/AB(NY)xAB			
MD	735	20.01.2005	YES		MD	AB(NY)xAB/AB(NY)xAB			
MD	736	20.01.2005	YES		MD	AB(NY)xAB/AB(NY)xAB			
HL	737	20.01.2005	YES		HL	TOL-1111-F-EGFP 			
MD	738	27.01.2005	YES		MD	TLxAB(NY)xAB/AB(NY)xAB			
MD	739	27.01.2005	YES		MD	TLxAB(NY)xAB/AB(NY)xAB			
MD	740	27.01.2005	YES		MD	TLxAB(NY)xAB/AB(NY)xAB			
MD	741	01.02.2005	YES		MD	AB			
MD	742	01.02.2005	YES		MD	AB			
MD	743	01.02.2005	YES		MD	AB			
MD	744	01.02.2005	YES		MD	AB(NY)			
MD	745	01.02.2005	YES		MD	AB(NY)			
MD	746	01.02.2005	YES		MD	AB(NY)			
HL	747	08.02.2005	YES		HL	TOL-1111-F-EGFP 			
HL	748	08.02.2005	YES		HL	TOL-1111-F-EGFP 			
JD	749	15.02.2005	YES		JD	smu b 64 x AB			
JD	750	15.02.2005	YES		JD	smu b 64 x AB			
MR	751	18.02.2005	YES		MR	mil t273xAB			
MR	752	18.02.2005	YES		MR	mil t273 x AB			
MR	753	18.02.2005	YES		MR	mil t273 x AB			
EM	754	10.11.2004	YES		MR	ody-/-; 1111/+	ody	ody 24	
HL	757	15.02.2005	YES		HL	TOL-1111-F-EGFP 			
HL	758	15.02.2005	YES		HL	TOL-1111-F-EGFP 			
HB	761	18.02.2005	YES		HB	oep M134 x AB			
HB	762	18.02.2005	YES		HB	oep M134 x AB			
EM	763	24.02.2005	YES		MR	ody-/-; 1111/+	ody	ody 24	
JD	764	23.02.2005	YES		JD	ntl b 160 x AB			
MR	769	02.03.2005	YES		MR	Hb9 tg on AB			
JD	770	03.03.2005	YES		JD	ntl b160 x AB			
JD	771	03.03.2005	YES		JD	ntl b160 x AB			
HL	772	04.03.2005	YES		HL	clo m37 x AB			
HL	774	04.03.2005	YES		HL	din m84 x AB			
MS	775	04.03.2005	YES		MS	noi ta29a X AB			
MS	776	04.03.2005	YES		MS	noi ta29a X AB			
MS	777	04.03.2005	YES		MS	noi ta29a X AB			
HL	778	08.03.2005	YES		HL	TOL-zpc-EYFP			
HL	779	24.02.2005	YES		HL	din m84 x AB			
HL	780	08.03.2005	YES		HL	TOL-zpc-EYFP			
HL	782	16.03.2005	YES		HL	 TOL-1111-F-EGFP			
HL	783	15.03.2005	YES		HL	clo m37 x AB			
EM	784	21.03.2005	YES		MR	ody-/-; 1111/+	ody	ody 24	
NM	785	16.03.2005	YES		NM	flh ak41 x AB			
NM	786	16.03.2005	YES		NM	flh ak41 x AB			
JS	787	22.03.2005	YES		JS	han ta56xAB			
JS	788	22.03.2005	YES		JS	han ta56xAB			
JS	789	22.03.2005	YES		JS	han ta56xAB			
LL	790	23.03.2005	YES		LL	hb9-GFP/AB			
EK	791	10.03.2005	YES		EK	kny m818xAB			
EK	792	28.02.2005	YES		EK	kny m818xAB			
EK	793	30.03.2005	YES		EK	kny m818xAB			
KD	794	31.03.2005	YES		KD	Swr TA72xAB			
KD	795	01.04.2005	YES		KD	Dicer +/- x AB(NY)			
KS	796	01.04.2005	YES	19.05.2008	KS	spt  b104 x AB			
KD	797	13.04.2005	YES		KD	Swr TA72xAB			
HL	798	19.04.2004	YES		HL	din m84 x AB			
HL	799	20.04.2005	YES		HL	TOL-zpc-EYFP			
EM	800	25.04.2005	YES		SM	odyJI49 -/-	ody	ody	
SM	801	22.02.2005	YES		SM	MZoep TZ257			
SM	802	8.2.2005	YES		SM	MZoep TZ257			
HL	803	20.04.2005	YES		HL	 TOL-1111-F-EGFP			
HL	804	20.04.2005	YES		HL	 TOL-1111-F-EGFP			
MD	806	27.04.2005	YES		MD	1111-F-EGFP-nos1 X Tl/AB			
NM	807	3.05.2005	YES		NM	cas ta56 x AB			
NM	808	3.05.2005	YES		NM	flh ak41 x AB			
MR	809	03.05.2005	YES		MR	TOL-1111-F-EGFP 			
KD	810	29.04.2005	YES		KD	Swr^TA72 X AB			
KD	811	3.05.2005	YES		KD	Swr^TA72 X AB			
ks	812	4.05.2005	YES		ks	spt  b104 x AB			
SM, HL	814	04.05.2005	YES		SM, HL	TOL-zpc-GAL4			
SM, HL	815	09.05.2005	YES		SM, HL	TOL-zpc-GAL4			
MR	816	11.05.2005	YES	11.05.2007	MR	TOL-1111-F-EGFP 			
MR	817	11.05.2005	YES	11.05.2007	MR	TOL-1111-F-EGFP 			
MR	818	11.05.2005	YES		MR	TOL-1111-F-EGFP 			
MR	819	11.05.2005	YES		MR	TOL-1111-F-EGFP 			
HL	820	11.05.2005	YES		HL	TOL-1111-F-EGFP 			
HL	821	11.05.2005	YES		HL	TOL-zpc-F-EYFP			
HL	822	11.05.2005	YES		HL	TOL-zpc-F-EYFP			
HL	823	25.04.2005	YES		HL	TOL-zpc-F-EYFP			
SM	824	11.05.2005	YES		SM	TOL-zpc-GAL4			
HL	825	17.05.2005	YES		HL	TOL-zpc-GAL4			
HL	826	18.05.2005	YES		HL	TOL-zpc-F-EYFP			
HL	827	18.05.2005	YES		HL	TOL-zpc-F-EYFP			
HL	828	18.05.2005	YES		HL	TOL-1111-F-EGFP 			
MS	829	24.05.2005	YES		MS	AB(NY)			
MS	830	24.05.2005	YES		MS	AB(NY)			
MS	831	24.05.2005	YES		MS	AB(NY)			
MS	832	24.05.2005	YES		MS	AB(NY)			
MS	833	24.05.2005	YES		MS	AB			
MS	834	24.05.2005	YES		MS	AB			
MS	835	24.05.2005	YES		MS	AB			
MS	836	27.05.2005	YES		MS	AB(NY)xTL			
MS	837	27.05.2005	YES		MS	AB(NY)xTL			
MS	838	27.05.2005	YES		MS	AB(NY)xTL			
MS	839	27.05.2005	YES		MS	ABxTL			
MS	840	27.05.2005	YES		MS	ABxTL			
SM/HL	841	24.05.2005	YES		SM/HL	TOL-zpc-GAL4			
SM/HL	842	27.05.2005	YES		SM/HL	TOL-zpc-GAL4			
NM	843	26.5.2005	YES		NM	cas ta56 x AB			
NM	844	26.5.2005	YES		NM	cas ta56 x AB			
MS	845	01.06.2005	YES		MS	TL X AB(NY)			
MS	846	01.06.2005	YES		MS	TL X AB			
MS	847	01.06.2005	YES		MS	TL X AB			
SM	848	25.05.2005	YES		SM	MZoep TZ257			
HL	849	01.06.2005	YES		HL	TOL-zpc-F-EYFP			
HL	850	01.06.2005	YES		HL	TOL-zpc-F-EYFP			
SM,HL	851	03.06.2005	YES		SM,HL	TOL-zpc-GAL4			
SM,HL	852	03.06.2005	YES		SM,HL	TOL-zpc-GAL4			
NM	853	8.6.2005	YES		NM	cas ta56 x AB			
NM	854	8.6.2005	YES		NM	flh ak41 x AB			
NM	855	8.6.2005	YES		NM	flh ak41 x AB			
NM	856	8.6.2005	YES		NM	flh ak41 x AB			
NM	857	8.6.2005	YES		NM	flh ak41 x AB			
sm	859	09.06.2005	YES		sm	mzoep tz257			
HL	860	15.06.2005	YES		HL	TOL-1111-F-EGFP			
HL	861	22.06.2005	YES		HL	TOL-1111-F-EGFP			
HL	862	22.06.2005	YES		HL	TOL-zpc-F-EYFP			
HL	864	06.07.2005	YES		HL	TOL-zpc-F-EYFP			
HL	865	06.07.2005	YES		HL	TOL-zpc-F-EYFP			
EM	866	15.07.2005	YES		HB	TOL-1111 x ody +/-	ody	ody	
NM	867	20.7.2005	YES		NM	flh ak41 x AB			
NM	868	20.7.2005	YES		NM	flh ak41 x AB			
NM	869	20.7.2005	YES		NM	flh ak41 x AB			
HL	870	26.7.2005	YES		HL	TOL-zpc-F-EYFP			
HL	871	26.7.2005	YES		HL	Tol-1111-F-EGFP			
HB	872	16.8.2005	YES		HB	1111-F-EGFP-nos1			
HL	873	22.08.2005	YES		HL	TOL-zpc-Dnd			
HL, JS	874	23.08.2005	YES		HL, JS	TOL-zpc-Dnd			
HL, JS	875	24.08.2005	YES		HL, JS	TOL-zpc-Dnd			
MR	876	30.08.2005	YES		MR	TOL-1111-F-EGFP			
MR	877	30.08.2005	YES		MR	TOL-1111-F-EGFP			
MR	878	30.08.2005	YES		MR	TOL-1111-F-EGFP			
MS	879	06.09.2005	YES		MS	HK			
MS	880	06.09.2005	YES		MS	TL			
MS	881	06.09.2005	YES		MS	WIK			
MS	882	13.09.2005	YES		MS	WIK			
MS	883	13.09.2005	YES		MS	TL			
MS	884	13.09.2005	YES		MS	TL			
HB	885	21.09.2005	YES		HB	1111-EGFP-F-nos1-3’UTR			
MR	886	27.09.2005	YES		MR	TOL-1111-F-EGFP			
MS	887	07.10.2005	YES		MS	AB			
HL	888	06.10.2005	YES		HL	TOL-zpc-Dnd			
HL	889	13.10.2005	YES		HL	TOL-zpc-Dnd			
HL	890	12.10.2005	YES		HL	TOL-1111-DsRedEx			
MS	891	14.10.2005	YES		MS	AB x AB(NY)			
MS	892	14.10.2005	YES		MS	AB x AB(NY)			
MS	893	14.10.2005	YES		MS	AB x AB(NY)			
MS	894	14.10.2005	YES		MS	AB x AB(NY)			
MS	895	14.10.2005	YES		MS	AB x AB(NY)			
MS	896	14.10.2005	YES		MS	AB x AB(NY)			
MS	897	14.10.2005	YES		MS	AB x AB(NY)			
MS	898	14.10.2005	YES		MS	AB x AB(NY)			
MS	899	14.10.2005	YES		MS	AB x AB(NY)			
MS	900	14.10.2005	YES		MS	AB x AB(NY)			
MS	901	17.10.2005	YES		MS	AB x AB(NY)			
MS	902	17.10.2005	YES		MS	AB x AB(NY)			
MS	903	18.10.2005	YES		MS	AB x AB(NY)			
MS	904	18.10.2005	YES		MS	AB x AB(NY)			
MS	905	18.10.2005	YES		MS	AB x AB(NY)			
MS	906	18.10.2005	YES		MS	AB x AB(NY)			
MS	907	18.10.2005	YES		MS	AB x AB(NY)			
MS	908	18.10.2005	YES		MS	AB x AB(NY)			
MS	909	18.10.2005	YES		MS	AB x AB(NY)			
MS	910	18.10.2005	YES		MS	AB x AB(NY)			
HL	911	18.10.2005	YES		HL	TOL-zpc-Gal4			
HL	912	19.10.2005	YES		HL	TOL-1111-DsRedEx			
HL	913	20.10.2005	YES		HL	TOL-1111-DsRedEx			
HL	914	26.10.2005	YES		HL	TOL-zpc-F-EYFP			
HL	915	26.10.2005	YES		HL	TOL-zpc-F-EYFP			
HL	916	26.10.2005	YES		HL	TOL-zpc-GFP-Dnd			
HL	917	01.11.2005	YES		HL	TOL-1111-DsRedEx			
HL	918	02.11.2005	YES		HL	TOL-zpc-GAL4			
EM	919	29.10.2005	YES		SM	odyJ149-/-	ody	ody	
EM	920	14.11.2005	YES		SM	odyJ149-/-	ody	ody	
HL	921	10.11.2005	YES		HL	TOL-zpc-Gal4-EYFP			
HL	922	15.11.2005	YES		HL	TOL-zpc-Gal4-EYFP			
HL	923	17.11.2005	YES		HL	TOL-1111-7A-DsRed			
HL	924	29.11.2005	YES		HL	TOL-1111-7A-DsRed			
HL	925	06.12.2005	YES		HL	TOL-1111-7A-DsRed			
HL	926	07.12.2005	YES		HL	TOL-1111-F-EGFP			
HL	927	07.12.2005	YES		HL	TOL-1111-EGFP-actin			
HL	928	13.12.2005	YES		HL	TOL-1111-EGFP-actin			
HL	929	14.12.2005	YES		HL	TOL-1111-EGFP-myosin.nos3’UTR			
MS	930	04.01.2006	YES		MS	AB			
MS	931	04.01.2006	YES		MS	AB			
MS	932	04.01.2006	YES		MS	AB			
MS	933	04.01.2006	YES		MS	AB			
HB	934	18.01.2006	YES		HB	TOL-1111-DsRedEx			
HL	935	25.01.2006	YES		HL	Tol-1111-GFP-CLIP			
MS	936	31.01.2006	YES		MS	AB			
MS	937	31.01.2006	YES		MS	AB			
MS	938	31.01.2006	YES		MS	AB			
MS	939	31.01.2006	YES		MS	AB			
MS	940	31.01.2006	YES		MS	AB			
MS	941	31.01.2006	YES		MS	AB(NY)			
MS	942	31.01.2006	YES		MS	AB(NY)			
MS	943	31.01.2006	YES	14.03.2008	MS	AB(NY)			
MS	944	31.01.2006	YES		MS	AB(NY)			
MS	945	31.01.2006	YES		MS	AB(NY)			
MS	946	31.01.2006	YES		MS	AB(NY)			
MS	947	31.01.2006	YES		MS	AB(NY)			
MS	948	31.01.2006	YES		MS	AB(NY)			
MS	949	31.01.2006	YES		MS	AB(NY)			
MS	950	31.01.2006	YES		MS	AB(NY)			
MS	951	31.01.2006	YES		MS	AB(NY)			
HL	952	31.01.2005	YES		HL	TOL-1111-EGFP-myosin.nos3’UTR			
HL	953	02.02.2005	YES		HL	TOL-1111-GFP-CLIP			
HL	954	02.02.2005	YES		HL	TOL-1111-DsRedEx			
EM	955	10.02.2006	YES		SM	odyJ49 -/-	ody	ody	
HL	956	22.02.2006	YES		HL	TOL-1111-GFP-CLIP			
BB	957	23.02.2006	YES	19.05.2008	BB	gsc-GFP			
BB	958	02.03.2006	YES		BB	gsc-GFP			
BB	959	02.03.2006	YES	19.05.2008	BB	spt b104 x AB			
HL	961	01.03.2006	YES		HL	TOL-1111-DsRedEx			
MS	962	02.03.2006	YES	14.03.2008	MS	AB(NY)			
MS	963	02.03.2006	YES		MS	AB(NY)			
MS	964	02.03.2006	YES	14.03.2008	MS	ABxTL			
MS	965	02.03.2006	YES		MS	ABxTL			
MS	966	09.03.2006	YES		MS	AB(NY)			
MS	967	09.03.2006	YES		MS	AB(NY)			
MS	968	09.03.2006	YES		MS	AB(NY)			
MS	969	09.03.2006	YES		MS	AB(NY)			
MS	970	08.03.2006	YES	14.03.2008	MS	ABxTL			
MS	971	08.03.2006	YES		MS	ABxTL			
MS	972	08.03.2006	YES		MS	ABxTL			
MS	973	08.03.2006	YES		MS	ABxTL			
HL	974	07.03.2006	YES		HL	TOL-1111-7A-DsRedEx			
HM	975	09.03.2006	YES		HM	HB9-gfp			
MR	976	10.03.2006	YES	10.03.2008	MR	TOL-1111-F-EGFP/+			
MR	977	10.03.2006	YES		MR	TOL-1111-F-EGFP/+			
HL	978	14.03.2006	YES	14.03.2008	HL	TOL-1111-EGFP-actin			
JD	979	24.03.2006	YES		JD	ntl b160 x AB			
JD	980	24.03.2006	YES		JD	smu b64 x AB			
JD	981	24.03.2006	YES		JD	smu b64 x AB			
MR	982	28.03.2006	YES	28.03.2008	MR	mil t273 x AB			
MR	983	28.03.2006	YES		MR	mil t273 x AB			
BB	984	23.03.2006	YES		BB	spt b104 x AB			
MR	985	30.03.2006	YES		MR	TOL-1111-F-EGFP			
JS	986	23.03.2006	YES		HL	TOL-1111-Ds-RedEx		2	
HL	987	29.3.2006	YES		HL	CLO m37 x AB 			
HL	988	29.3.2006	YES		HL	CLO m37 x AB 			
HL	989	29.3.2006	YES		HL	CLO m37 x AB (NY)			
HL	990	29.3.2006	YES		HL	noi ta29a X AB			
HL	991	31.3.2006	YES		HL	TOL-1111-197A-mGFP			
EM	992	30.3.2006	YES		SM	ody-/-	ody	ody	
HL	993	4.4.2006	YES		HL	TOL-1111-197A-mGFP			
HL	994	5.4.2006	YES		HL	TOL-1111-EGFP-actin			
HL	995	5.4.2006	YES		HL	TOL-1111-EGFP-actin			
HL	996	5.4.2006	YES		HL	TOL-1111-EGFP-actin			
HL	997	5.4.2006	YES		HL	TOL-1111-EGFP-actin			
HL	998	11.4.2006	YES		HL	TOl-1111-F-EGFP			
HL	999	11.4.2006	YES		HL	TOl-1111-F-EGFP			
HL	A001	20.4.2006	YES		HL	Clo m37 x AB			
HL	A002	20.4.2006	YES		HL	Clo m37 x AB			
HL	A003	20.4.2006	YES		HL	 noi ta29a X AB			
HL	A004	20.4.2006	YES		HL	 noi ta29a X AB			
HL	A005	19.4.2006	YES		HL	TOL-1111-EGFP-actin			
HL	A006	19.4.2006	YES		HL	TOL-1111-197A-mGFP			
JD	A007	19.04.2006	YES		JD	smu b 64 x AB			
